상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,지번주소,도로명,도로명주소,경도,위도
MA010120220803025269,대서,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 568-26,서울특별시 마포구 월드컵북로6길,서울특별시 마포구 월드컵북로6길 61,126.9214499,37.55949779
MA010120220803027281,올더플레이트,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 228-58,서울특별시 마포구 동교로38길,서울특별시 마포구 동교로38길 5,126.9245969,37.56182414
MA010120220803182325,위샐러듀연남점,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 224-5,서울특별시 마포구 동교로52길,서울특별시 마포구 동교로52길 10-7,126.926868,37.56368293
MA010120220803322368,클래식당,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 383-100,서울특별시 마포구 연희로1길,서울특별시 마포구 연희로1길 63,126.9265482,37.56151753
MA010120220803353801,멕시칸식당베르데,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 387-13,서울특별시 마포구 동교로,서울특별시 마포구 동교로 262-6,126.9253971,37.5628496
MA010120220803294010,젠틀키친,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 454-12,서울특별시 마포구 동교로51길,서울특별시 마포구 동교로51길 129-4,126.9199478,37.56632293
MA010120220803450574,그리너에프엔비,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 240-22,서울특별시 마포구 성미산로,서울특별시 마포구 성미산로 157,126.9236511,37.56462676
MA010120220803540806,현대음률,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 227-22,서울특별시 마포구 성미산로,서울특별시 마포구 성미산로 194,126.926384,37.5627054
MA010120220803587506,차만다연남점,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 228-57,서울특별시 마포구 동교로,서울특별시 마포구 동교로 248,126.924505,37.56192242
MA010120220803558059,파델라,,I2,음식,I204,서양식,I20401,경양식,서양식 음식점업,서울특별시,마포구,연남동,연남동,서울특별시 마포구 연남동 567-34,서울특별시 마포구 연남로1길,서울특별시 마포구 연남로1길 11,126.9223728,37.56064152
